CensusTract,State,County,POP2010,LALOWI1_20,LILATracts_Vehicle,TractKids,TractSeniors,TractHUNV,TractSNAP
48443950100,Texas,Terrell,984,378.1,1,218,205,57,5
48445950300,Texas,Terry,2619,1114.75,0,500,249,46,245
48445950400,Texas,Terry,7522,862.39,1,2078,1238,143,412
48447950300,Texas,Throckmorton,1641,329.76,1,366,403,15,51
48449950600,Texas,Titus,4516,403.28,1,1472,457,231,313
48451000200,Texas,Tom Green,4447,1886.55,1,1226,557,129,279
48451000300,Texas,Tom Green,5309,2076.6,1,1598,711,129,442
48451000400,Texas,Tom Green,5897,497.66,1,1515,918,134,586
48451000700,Texas,Tom Green,4228,384.04,1,1225,417,176,404
48451000802,Texas,Tom Green,4250,2088.0,0,1328,423,95,352
48451001200,Texas,Tom Green,7418,2630.04,1,2074,920,141,491
48451001400,Texas,Tom Green,5034,2237.89,1,1081,676,186,363
48451001500,Texas,Tom Green,2249,1496.38,0,117,0,0,0
48453000305,Texas,Travis,3223,308.72,0,247,118,112,102
48453000601,Texas,Travis,9207,501.05,0,76,2,41,12
48453000804,Texas,Travis,2295,220.81,1,604,185,287,444
48453000901,Texas,Travis,2027,254.88,0,320,130,78,84
48453001000,Texas,Travis,3656,529.72,1,597,586,339,230
48453001804,Texas,Travis,6362,756.29,1,1666,328,267,618
48453001813,Texas,Travis,5853,384.04,1,1941,294,121,573
48453001821,Texas,Travis,5204,1106.19,1,1458,391,131,457
48453001832,Texas,Travis,2509,438.25,0,515,314,22,210
48453001833,Texas,Travis,7089,1883.33,1,1972,797,149,752
48453001835,Texas,Travis,5000,1576.72,0,1518,170,0,277
48453001844,Texas,Travis,3668,1145.42,0,694,286,87,144
48453001857,Texas,Travis,5623,1374.26,1,1549,323,157,264
48453001860,Texas,Travis,3859,1175.2,1,1072,334,169,227
48453001863,Texas,Travis,3401,565.91,1,667,69,158,321
48453002108,Texas,Travis,3143,305.47,0,818,334,205,394
48453002109,Texas,Travis,3830,669.54,1,773,690,232,287
48453002110,Texas,Travis,4222,1480.02,1,1344,341,163,440
48453002111,Texas,Travis,4747,851.21,1,1564,359,236,450
48453002202,Texas,Travis,8039,4001.76,1,3173,278,272,1054
48453002207,Texas,Travis,8379,3524.78,1,3020,305,215,345
48453002208,Texas,Travis,7525,3012.13,0,2326,291,45,619
48453002211,Texas,Travis,2220,427.84,0,736,82,44,121
48453002307,Texas,Travis,5270,527.64,1,1092,241,252,464
48453002310,Texas,Travis,3242,2373.01,0,1239,197,66,320
48453002313,Texas,Travis,4311,476.49,1,1022,110,250,466
48453002319,Texas,Travis,1945,1667.14,0,27,8,0,0
48453002411,Texas,Travis,6161,2406.54,1,2264,221,124,511
48453002412,Texas,Travis,5782,623.38,0,2076,258,27,356
48453002413,Texas,Travis,4455,3511.61,0,1724,114,117,533
48453002423,Texas,Travis,5383,1693.24,0,1268,317,80,332
48453002427,Texas,Travis,7995,510.97,0,2697,320,119,468
48453002430,Texas,Travis,3422,1115.16,0,1196,177,18,267
48455950500,Texas,Trinity,2275,445.65,1,616,342,159,130
48463950100,Texas,Uvalde,3257,229.39,1,789,682,73,179
48463950200,Texas,Uvalde,7740,240.72,1,2134,1093,118,481
48463950400,Texas,Uvalde,3014,267.34,0,881,410,60,223
48463950500,Texas,Uvalde,5875,1632.88,1,1894,794,225,529
48465950302,Texas,Val Verde,4036,1481.49,1,1277,478,107,261
48465950500,Texas,Val Verde,7472,3952.33,0,2091,355,55,460
48465950601,Texas,Val Verde,4101,1906.1,0,1436,510,34,319
48465950700,Texas,Val Verde,6354,679.88,1,1802,1126,282,619
48467950500,Texas,Van Zandt,4493,776.31,0,1227,736,97,326
48469000100,Texas,Victoria,2215,753.51,1,508,214,125,126
48469000301,Texas,Victoria,2002,1087.86,1,623,306,109,227
48469000302,Texas,Victoria,2365,1078.67,0,739,249,34,258
48471790500,Texas,Walker,7950,1629.14,0,1120,707,105,301
48471790600,Texas,Walker,4901,1888.74,1,1055,292,146,296
48471790700,Texas,Walker,7363,670.41,1,1167,257,198,398
48473680500,Texas,Waller,9261,1477.51,1,2461,1140,269,723
48479001101,Texas,Webb,3883,2233.9,1,1234,333,105,360
48479001103,Texas,Webb,1770,388.89,0,611,117,37,114
48479001104,Texas,Webb,3153,1150.48,0,941,448,60,373
48479001402,Texas,Webb,3425,823.34,0,1228,300,50,341
48479001601,Texas,Webb,4025,792.9,0,1161,413,50,241
48479001716,Texas,Webb,6221,3500.63,0,2120,321,19,288
48479001717,Texas,Webb,3714,1929.1,0,1365,172,32,340
48479001806,Texas,Webb,4549,524.48,0,2148,87,0,574
48479001807,Texas,Webb,8433,2331.86,0,3405,366,68,828
48479001808,Texas,Webb,7117,918.73,1,3013,298,199,811
48479001809,Texas,Webb,6425,3206.19,0,2972,178,45,705
48479001810,Texas,Webb,4677,2564.08,0,1939,119,22,525
48479001812,Texas,Webb,8059,1816.95,0,3395,265,71,556
48479001816,Texas,Webb,4689,1073.17,0,1904,186,0,245
48479001818,Texas,Webb,3284,2958.89,1,1341,154,122,431
48481740200,Texas,Wharton,1565,184.59,0,426,242,38,205
48485010400,Texas,Wichita,2392,1592.28,1,770,363,137,470
48485010800,Texas,Wichita,2606,772.68,0,752,193,92,213
48485011200,Texas,Wichita,2116,1230.47,0,584,322,118,309
48485011400,Texas,Wichita,2406,1670.39,0,723,225,78,245
48485012700,Texas,Wichita,2567,602.21,0,615,345,38,171
48485013000,Texas,Wichita,2393,530.64,0,627,297,58,229
48485013501,Texas,Wichita,5595,364.57,0,1471,838,56,348
48487950500,Texas,Wilbarger,2955,472.54,0,679,550,303,317
48487950700,Texas,Wilbarger,2737,1053.47,0,868,310,35,195
48489950300,Texas,Willacy,5320,562.24,0,1780,630,119,681
48489950400,Texas,Willacy,8299,2943.42,1,1503,817,211,526
48489950500,Texas,Willacy,3406,1644.14,0,1062,411,58,306
48491020114,Texas,Williamson,4935,1183.56,1,1471,600,161,132
48491020321,Texas,Williamson,1755,553.88,0,463,158,20,62
48491020325,Texas,Williamson,2944,1191.76,0,1030,165,103,191
48491020406,Texas,Williamson,6250,472.49,1,1026,291,200,156
48491020504,Texas,Williamson,8362,393.43,0,1979,330,136,694
48491021000,Texas,Williamson,3425,2093.59,0,937,289,88,349
48491021100,Texas,Williamson,2628,1163.22,0,775,273,39,131
48491021203,Texas,Williamson,2597,700.14,0,631,419,108,283
48491021403,Texas,Williamson,3284,1258.32,0,957,311,39,93
48491021502,Texas,Williamson,4911,2355.37,0,1608,180,21,267
48491021503,Texas,Williamson,4198,746.27,0,1201,306,92,238
48497150200,Texas,Wise,6225,735.52,0,1713,932,78,320
48497150500,Texas,Wise,5950,548.86,0,1906,548,87,284
48499950200,Texas,Wood,3154,259.99,0,684,662,115,107
48499950700,Texas,Wood,5082,2031.84,0,1161,1145,0,60
48499950800,Texas,Wood,4857,1192.53,0,1126,1139,71,182
48503950500,Texas,Young,2755,388.06,0,729,366,3,174
48503950600,Texas,Young,5582,1177.27,1,1418,1131,175,182
48505950301,Texas,Zapata,4384,1813.66,0,1676,289,61,516
48505950302,Texas,Zapata,4024,323.56,0,1205,616,153,362
48507950100,Texas,Zavala,1232,921.37,1,380,125,55,164
48507950302,Texas,Zavala,6311,299.86,1,1964,855,310,616
